Team,Statistic,Value
Sweden,Movement - Offers Inside Team Shape,611.0
Switzerland,Movement - Offers Inside Team Shape,629.0
Tunisia,Movement - Offers Inside Team Shape,547.0
Türkiye,Movement - Offers Inside Team Shape,681.0
USA,Movement - Offers Inside Team Shape,658.0
Uruguay,Movement - Offers Inside Team Shape,599.0
Uzbekistan,Movement - Offers Inside Team Shape,456.0
Algeria,Movement - Offers Outside Team Shape,545.0
Argentina,Movement - Offers Outside Team Shape,580.0
Australia,Movement - Offers Outside Team Shape,309.0
Austria,Movement - Offers Outside Team Shape,426.0
Belgium,Movement - Offers Outside Team Shape,573.0
Bosnia and Herzegovina,Movement - Offers Outside Team Shape,328.0
Brazil,Movement - Offers Outside Team Shape,704.0
Cabo Verde,Movement - Offers Outside Team Shape,417.0
Canada,Movement - Offers Outside Team Shape,666.0
Colombia,Movement - Offers Outside Team Shape,693.0
Congo DR,Movement - Offers Outside Team Shape,387.0
Croatia,Movement - Offers Outside Team Shape,419.0
Curaçao,Movement - Offers Outside Team Shape,275.0
Czechia,Movement - Offers Outside Team Shape,369.0
Côte d'Ivoire,Movement - Offers Outside Team Shape,523.0
Ecuador,Movement - Offers Outside Team Shape,483.0
Egypt,Movement - Offers Outside Team Shape,558.0
England,Movement - Offers Outside Team Shape,582.0
France,Movement - Offers Outside Team Shape,610.0
Germany,Movement - Offers Outside Team Shape,742.0
Ghana,Movement - Offers Outside Team Shape,267.0
Haiti,Movement - Offers Outside Team Shape,405.0
IR Iran,Movement - Offers Outside Team Shape,405.0
Iraq,Movement - Offers Outside Team Shape,407.0
Japan,Movement - Offers Outside Team Shape,607.0
Jordan,Movement - Offers Outside Team Shape,390.0
Korea Republic,Movement - Offers Outside Team Shape,544.0
Mexico,Movement - Offers Outside Team Shape,625.0
Morocco,Movement - Offers Outside Team Shape,799.0
Netherlands,Movement - Offers Outside Team Shape,482.0
New Zealand,Movement - Offers Outside Team Shape,503.0
Norway,Movement - Offers Outside Team Shape,626.0
Panama,Movement - Offers Outside Team Shape,471.0
Paraguay,Movement - Offers Outside Team Shape,338.0
Portugal,Movement - Offers Outside Team Shape,533.0
Qatar,Movement - Offers Outside Team Shape,296.0
Saudi Arabia,Movement - Offers Outside Team Shape,321.0
Scotland,Movement - Offers Outside Team Shape,482.0
Senegal,Movement - Offers Outside Team Shape,438.0
South Africa,Movement - Offers Outside Team Shape,543.0
Spain,Movement - Offers Outside Team Shape,649.0
Sweden,Movement - Offers Outside Team Shape,454.0
Switzerland,Movement - Offers Outside Team Shape,434.0
Tunisia,Movement - Offers Outside Team Shape,453.0
Türkiye,Movement - Offers Outside Team Shape,594.0
USA,Movement - Offers Outside Team Shape,549.0
Uruguay,Movement - Offers Outside Team Shape,583.0
Uzbekistan,Movement - Offers Outside Team Shape,345.0
Algeria,Movement - Offers To Receive,1232.0
Argentina,Movement - Offers To Receive,1285.0
Australia,Movement - Offers To Receive,658.0
Austria,Movement - Offers To Receive,975.0
Belgium,Movement - Offers To Receive,1315.0
Bosnia and Herzegovina,Movement - Offers To Receive,700.0
Brazil,Movement - Offers To Receive,1655.0
Cabo Verde,Movement - Offers To Receive,866.0
Canada,Movement - Offers To Receive,1297.0
Colombia,Movement - Offers To Receive,1308.0
Congo DR,Movement - Offers To Receive,925.0
Croatia,Movement - Offers To Receive,938.0
Curaçao,Movement - Offers To Receive,621.0
Czechia,Movement - Offers To Receive,740.0
Côte d'Ivoire,Movement - Offers To Receive,1112.0
Ecuador,Movement - Offers To Receive,1065.0
Egypt,Movement - Offers To Receive,1095.0
England,Movement - Offers To Receive,1369.0
France,Movement - Offers To Receive,1420.0
Germany,Movement - Offers To Receive,1591.0
Ghana,Movement - Offers To Receive,577.0
Haiti,Movement - Offers To Receive,834.0
IR Iran,Movement - Offers To Receive,761.0
Iraq,Movement - Offers To Receive,955.0
Japan,Movement - Offers To Receive,1479.0
Jordan,Movement - Offers To Receive,741.0
Korea Republic,Movement - Offers To Receive,1201.0
Mexico,Movement - Offers To Receive,1324.0
Morocco,Movement - Offers To Receive,1840.0
Netherlands,Movement - Offers To Receive,1195.0
New Zealand,Movement - Offers To Receive,1062.0
Norway,Movement - Offers To Receive,1336.0
Panama,Movement - Offers To Receive,889.0
Paraguay,Movement - Offers To Receive,665.0
Portugal,Movement - Offers To Receive,1210.0
Qatar,Movement - Offers To Receive,643.0
Saudi Arabia,Movement - Offers To Receive,707.0
Scotland,Movement - Offers To Receive,1040.0
Senegal,Movement - Offers To Receive,1066.0
South Africa,Movement - Offers To Receive,1212.0
Spain,Movement - Offers To Receive,1587.0
Sweden,Movement - Offers To Receive,1065.0
Switzerland,Movement - Offers To Receive,1063.0
Tunisia,Movement - Offers To Receive,1000.0
Türkiye,Movement - Offers To Receive,1275.0
USA,Movement - Offers To Receive,1207.0
Uruguay,Movement - Offers To Receive,1182.0
Uzbekistan,Movement - Offers To Receive,801.0
Algeria,Movement - Receptions Between Midfield And Defensive Line,287.0
Argentina,Movement - Receptions Between Midfield And Defensive Line,308.0
Australia,Movement - Receptions Between Midfield And Defensive Line,241.0
Austria,Movement - Receptions Between Midfield And Defensive Line,301.0
Belgium,Movement - Receptions Between Midfield And Defensive Line,411.0
Bosnia and Herzegovina,Movement - Receptions Between Midfield And Defensive Line,204.0
Brazil,Movement - Receptions Between Midfield And Defensive Line,375.0
Cabo Verde,Movement - Receptions Between Midfield And Defensive Line,204.0
Canada,Movement - Receptions Between Midfield And Defensive Line,463.0
Colombia,Movement - Receptions Between Midfield And Defensive Line,318.0
Congo DR,Movement - Receptions Between Midfield And Defensive Line,236.0
Croatia,Movement - Receptions Between Midfield And Defensive Line,233.0
Curaçao,Movement - Receptions Between Midfield And Defensive Line,228.0
Czechia,Movement - Receptions Between Midfield And Defensive Line,245.0
Côte d'Ivoire,Movement - Receptions Between Midfield And Defensive Line,424.0
Ecuador,Movement - Receptions Between Midfield And Defensive Line,347.0
Egypt,Movement - Receptions Between Midfield And Defensive Line,312.0
England,Movement - Receptions Between Midfield And Defensive Line,299.0
France,Movement - Receptions Between Midfield And Defensive Line,448.0
Germany,Movement - Receptions Between Midfield And Defensive Line,550.0
Ghana,Movement - Receptions Between Midfield And Defensive Line,170.0
Haiti,Movement - Receptions Between Midfield And Defensive Line,212.0
IR Iran,Movement - Receptions Between Midfield And Defensive Line,229.0
Iraq,Movement - Receptions Between Midfield And Defensive Line,172.0
Japan,Movement - Receptions Between Midfield And Defensive Line,324.0
Jordan,Movement - Receptions Between Midfield And Defensive Line,186.0
Korea Republic,Movement - Receptions Between Midfield And Defensive Line,274.0
Mexico,Movement - Receptions Between Midfield And Defensive Line,295.0
Morocco,Movement - Receptions Between Midfield And Defensive Line,440.0
Netherlands,Movement - Receptions Between Midfield And Defensive Line,380.0
New Zealand,Movement - Receptions Between Midfield And Defensive Line,267.0
Norway,Movement - Receptions Between Midfield And Defensive Line,413.0
Panama,Movement - Receptions Between Midfield And Defensive Line,248.0
Paraguay,Movement - Receptions Between Midfield And Defensive Line,212.0
Portugal,Movement - Receptions Between Midfield And Defensive Line,378.0
Qatar,Movement - Receptions Between Midfield And Defensive Line,146.0
Saudi Arabia,Movement - Receptions Between Midfield And Defensive Line,244.0
Scotland,Movement - Receptions Between Midfield And Defensive Line,230.0
Senegal,Movement - Receptions Between Midfield And Defensive Line,325.0
South Africa,Movement - Receptions Between Midfield And Defensive Line,283.0
Spain,Movement - Receptions Between Midfield And Defensive Line,460.0
Sweden,Movement - Receptions Between Midfield And Defensive Line,338.0
Switzerland,Movement - Receptions Between Midfield And Defensive Line,317.0
Tunisia,Movement - Receptions Between Midfield And Defensive Line,196.0
Türkiye,Movement - Receptions Between Midfield And Defensive Line,378.0
USA,Movement - Receptions Between Midfield And Defensive Line,360.0
Uruguay,Movement - Receptions Between Midfield And Defensive Line,311.0
Uzbekistan,Movement - Receptions Between Midfield And Defensive Line,246.0
Algeria,Movement - Receptions In Behind,31.0
Argentina,Movement - Receptions In Behind,23.0
Australia,Movement - Receptions In Behind,24.0
Austria,Movement - Receptions In Behind,43.0
Belgium,Movement - Receptions In Behind,44.0
Bosnia and Herzegovina,Movement - Receptions In Behind,18.0
Brazil,Movement - Receptions In Behind,47.0
Cabo Verde,Movement - Receptions In Behind,15.0
Canada,Movement - Receptions In Behind,60.0
Colombia,Movement - Receptions In Behind,33.0
Congo DR,Movement - Receptions In Behind,16.0
Croatia,Movement - Receptions In Behind,26.0
Curaçao,Movement - Receptions In Behind,17.0
Czechia,Movement - Receptions In Behind,19.0
Côte d'Ivoire,Movement - Receptions In Behind,46.0
Ecuador,Movement - Receptions In Behind,34.0
Egypt,Movement - Receptions In Behind,35.0
England,Movement - Receptions In Behind,53.0
France,Movement - Receptions In Behind,69.0
Germany,Movement - Receptions In Behind,45.0
Ghana,Movement - Receptions In Behind,23.0
Haiti,Movement - Receptions In Behind,13.0
IR Iran,Movement - Receptions In Behind,28.0
Iraq,Movement - Receptions In Behind,22.0
Japan,Movement - Receptions In Behind,33.0
Jordan,Movement - Receptions In Behind,27.0
Korea Republic,Movement - Receptions In Behind,40.0
Mexico,Movement - Receptions In Behind,21.0
Morocco,Movement - Receptions In Behind,48.0
Netherlands,Movement - Receptions In Behind,47.0
New Zealand,Movement - Receptions In Behind,14.0
Norway,Movement - Receptions In Behind,32.0
Panama,Movement - Receptions In Behind,28.0
Paraguay,Movement - Receptions In Behind,18.0
Portugal,Movement - Receptions In Behind,47.0
Qatar,Movement - Receptions In Behind,22.0
Saudi Arabia,Movement - Receptions In Behind,24.0
Scotland,Movement - Receptions In Behind,15.0
Senegal,Movement - Receptions In Behind,37.0
South Africa,Movement - Receptions In Behind,29.0
Spain,Movement - Receptions In Behind,55.0
Sweden,Movement - Receptions In Behind,35.0
Switzerland,Movement - Receptions In Behind,46.0
Tunisia,Movement - Receptions In Behind,18.0
Türkiye,Movement - Receptions In Behind,41.0
USA,Movement - Receptions In Behind,52.0
Uruguay,Movement - Receptions In Behind,45.0
Uzbekistan,Movement - Receptions In Behind,16.0
Algeria,Movement - Receptions Under Pressure,685.0
Argentina,Movement - Receptions Under Pressure,659.0
Australia,Movement - Receptions Under Pressure,573.0
Austria,Movement - Receptions Under Pressure,603.0
Belgium,Movement - Receptions Under Pressure,599.0
Bosnia and Herzegovina,Movement - Receptions Under Pressure,522.0
Brazil,Movement - Receptions Under Pressure,712.0
Cabo Verde,Movement - Receptions Under Pressure,485.0
Canada,Movement - Receptions Under Pressure,715.0
Colombia,Movement - Receptions Under Pressure,519.0
Congo DR,Movement - Receptions Under Pressure,448.0
Croatia,Movement - Receptions Under Pressure,481.0
Curaçao,Movement - Receptions Under Pressure,524.0
Czechia,Movement - Receptions Under Pressure,439.0
Côte d'Ivoire,Movement - Receptions Under Pressure,861.0
Ecuador,Movement - Receptions Under Pressure,583.0
Egypt,Movement - Receptions Under Pressure,518.0
England,Movement - Receptions Under Pressure,612.0
France,Movement - Receptions Under Pressure,744.0
Germany,Movement - Receptions Under Pressure,942.0
Ghana,Movement - Receptions Under Pressure,342.0
Haiti,Movement - Receptions Under Pressure,407.0
IR Iran,Movement - Receptions Under Pressure,446.0
Iraq,Movement - Receptions Under Pressure,430.0
Japan,Movement - Receptions Under Pressure,574.0
Jordan,Movement - Receptions Under Pressure,465.0
Korea Republic,Movement - Receptions Under Pressure,678.0
Mexico,Movement - Receptions Under Pressure,530.0
Morocco,Movement - Receptions Under Pressure,943.0
Netherlands,Movement - Receptions Under Pressure,642.0
New Zealand,Movement - Receptions Under Pressure,563.0
Norway,Movement - Receptions Under Pressure,759.0
Panama,Movement - Receptions Under Pressure,532.0
Paraguay,Movement - Receptions Under Pressure,521.0
Portugal,Movement - Receptions Under Pressure,590.0
Qatar,Movement - Receptions Under Pressure,361.0
Saudi Arabia,Movement - Receptions Under Pressure,523.0
Scotland,Movement - Receptions Under Pressure,430.0
Senegal,Movement - Receptions Under Pressure,696.0
South Africa,Movement - Receptions Under Pressure,634.0
Spain,Movement - Receptions Under Pressure,741.0
Sweden,Movement - Receptions Under Pressure,620.0
Switzerland,Movement - Receptions Under Pressure,562.0
Tunisia,Movement - Receptions Under Pressure,405.0
Türkiye,Movement - Receptions Under Pressure,709.0
USA,Movement - Receptions Under Pressure,650.0
Uruguay,Movement - Receptions Under Pressure,586.0
Uzbekistan,Movement - Receptions Under Pressure,458.0
Algeria,Physical - Rank,34.0
Argentina,Physical - Rank,46.0
Australia,Physical - Rank,8.0
Austria,Physical - Rank,28.0
Belgium,Physical - Rank,3.0
Bosnia and Herzegovina,Physical - Rank,14.0
Brazil,Physical - Rank,35.0
Cabo Verde,Physical - Rank,30.0
Canada,Physical - Rank,13.0
Colombia,Physical - Rank,48.0
Congo DR,Physical - Rank,33.0
Croatia,Physical - Rank,22.0
Curaçao,Physical - Rank,45.0
Czechia,Physical - Rank,1.0
Côte d'Ivoire,Physical - Rank,42.0
Ecuador,Physical - Rank,43.0
Egypt,Physical - Rank,9.0
England,Physical - Rank,11.0
France,Physical - Rank,21.0
Germany,Physical - Rank,2.0
Ghana,Physical - Rank,41.0
Haiti,Physical - Rank,31.0
IR Iran,Physical - Rank,20.0
Iraq,Physical - Rank,19.0
Japan,Physical - Rank,24.0
Jordan,Physical - Rank,12.0
Korea Republic,Physical - Rank,17.0
Mexico,Physical - Rank,10.0
Morocco,Physical - Rank,32.0
Netherlands,Physical - Rank,44.0
New Zealand,Physical - Rank,5.0
Norway,Physical - Rank,7.0
Panama,Physical - Rank,23.0
Paraguay,Physical - Rank,27.0
Portugal,Physical - Rank,40.0
Qatar,Physical - Rank,47.0
Saudi Arabia,Physical - Rank,25.0
Scotland,Physical - Rank,6.0
Senegal,Physical - Rank,38.0
South Africa,Physical - Rank,37.0
Spain,Physical - Rank,18.0
Sweden,Physical - Rank,29.0
Switzerland,Physical - Rank,26.0
Tunisia,Physical - Rank,16.0
Türkiye,Physical - Rank,15.0
USA,Physical - Rank,4.0
Uruguay,Physical - Rank,39.0
Uzbekistan,Physical - Rank,36.0
Algeria,Physical - Average Speed (km/h),5.94
Argentina,Physical - Average Speed (km/h),5.71
Australia,Physical - Average Speed (km/h),6.15
Austria,Physical - Average Speed (km/h),5.99
Belgium,Physical - Average Speed (km/h),6.25
Bosnia and Herzegovina,Physical - Average Speed (km/h),6.12
Brazil,Physical - Average Speed (km/h),5.92
Cabo Verde,Physical - Average Speed (km/h),5.97
Canada,Physical - Average Speed (km/h),6.12
Colombia,Physical - Average Speed (km/h),5.63
Congo DR,Physical - Average Speed (km/h),5.94
Croatia,Physical - Average Speed (km/h),6.07
Curaçao,Physical - Average Speed (km/h),5.74
Czechia,Physical - Average Speed (km/h),6.33
Côte d'Ivoire,Physical - Average Speed (km/h),5.81
Ecuador,Physical - Average Speed (km/h),5.79
Egypt,Physical - Average Speed (km/h),6.14
England,Physical - Average Speed (km/h),6.13
France,Physical - Average Speed (km/h),6.07
Germany,Physical - Average Speed (km/h),6.29
Ghana,Physical - Average Speed (km/h),5.85
Haiti,Physical - Average Speed (km/h),5.96
IR Iran,Physical - Average Speed (km/h),6.08
Iraq,Physical - Average Speed (km/h),6.09
Japan,Physical - Average Speed (km/h),6.02
Jordan,Physical - Average Speed (km/h),6.13
Korea Republic,Physical - Average Speed (km/h),6.09
Mexico,Physical - Average Speed (km/h),6.14
Morocco,Physical - Average Speed (km/h),5.94
Netherlands,Physical - Average Speed (km/h),5.77
New Zealand,Physical - Average Speed (km/h),6.22
Norway,Physical - Average Speed (km/h),6.19
Panama,Physical - Average Speed (km/h),6.04
Paraguay,Physical - Average Speed (km/h),6.0
Portugal,Physical - Average Speed (km/h),5.88
Qatar,Physical - Average Speed (km/h),5.64
Saudi Arabia,Physical - Average Speed (km/h),6.02
Scotland,Physical - Average Speed (km/h),6.21
Senegal,Physical - Average Speed (km/h),5.89
South Africa,Physical - Average Speed (km/h),5.9
Spain,Physical - Average Speed (km/h),6.09
Sweden,Physical - Average Speed (km/h),5.99
Switzerland,Physical - Average Speed (km/h),6.0
Tunisia,Physical - Average Speed (km/h),6.09
Türkiye,Physical - Average Speed (km/h),6.1
USA,Physical - Average Speed (km/h),6.23
Uruguay,Physical - Average Speed (km/h),5.88
Uzbekistan,Physical - Average Speed (km/h),5.9
Algeria,Physical - High Speed Running,3638.0
Argentina,Physical - High Speed Running,3329.0
Australia,Physical - High Speed Running,4023.0
Austria,Physical - High Speed Running,3776.0
Belgium,Physical - High Speed Running,4044.0
Bosnia and Herzegovina,Physical - High Speed Running,3592.0
Brazil,Physical - High Speed Running,4919.0
Cabo Verde,Physical - High Speed Running,3419.0
Canada,Physical - High Speed Running,5536.0
Colombia,Physical - High Speed Running,3289.0
Congo DR,Physical - High Speed Running,3750.0
Croatia,Physical - High Speed Running,3743.0
Curaçao,Physical - High Speed Running,3093.0
Czechia,Physical - High Speed Running,4330.0
Côte d'Ivoire,Physical - High Speed Running,4657.0
Ecuador,Physical - High Speed Running,3490.0
Egypt,Physical - High Speed Running,4068.0
England,Physical - High Speed Running,3861.0
France,Physical - High Speed Running,4675.0
Germany,Physical - High Speed Running,5991.0
Ghana,Physical - High Speed Running,3429.0
Haiti,Physical - High Speed Running,3975.0
IR Iran,Physical - High Speed Running,4061.0
Iraq,Physical - High Speed Running,3746.0
Japan,Physical - High Speed Running,4678.0
Jordan,Physical - High Speed Running,4296.0
Korea Republic,Physical - High Speed Running,3553.0
Mexico,Physical - High Speed Running,3979.0
Morocco,Physical - High Speed Running,5228.0
Netherlands,Physical - High Speed Running,4601.0
New Zealand,Physical - High Speed Running,4280.0
Norway,Physical - High Speed Running,5295.0
Panama,Physical - High Speed Running,3745.0
Paraguay,Physical - High Speed Running,5248.0
Portugal,Physical - High Speed Running,3395.0
Qatar,Physical - High Speed Running,3584.0
Saudi Arabia,Physical - High Speed Running,4110.0
Scotland,Physical - High Speed Running,3766.0
Senegal,Physical - High Speed Running,3738.0
South Africa,Physical - High Speed Running,5039.0
Spain,Physical - High Speed Running,3716.0
Sweden,Physical - High Speed Running,4426.0
Switzerland,Physical - High Speed Running,4041.0
Tunisia,Physical - High Speed Running,3503.0
Türkiye,Physical - High Speed Running,3548.0
USA,Physical - High Speed Running,4388.0
Uruguay,Physical - High Speed Running,3668.0
Uzbekistan,Physical - High Speed Running,3793.0
Algeria,Physical - Sprints,1240.0
Argentina,Physical - Sprints,1099.0
Australia,Physical - Sprints,1375.0
Austria,Physical - Sprints,1274.0
Belgium,Physical - Sprints,1447.0
Bosnia and Herzegovina,Physical - Sprints,1283.0
Brazil,Physical - Sprints,1705.0
Cabo Verde,Physical - Sprints,1207.0
Canada,Physical - Sprints,2032.0
Colombia,Physical - Sprints,1146.0
Congo DR,Physical - Sprints,1354.0
Croatia,Physical - Sprints,1381.0
Curaçao,Physical - Sprints,1230.0
Czechia,Physical - Sprints,1381.0
Côte d'Ivoire,Physical - Sprints,1692.0
Ecuador,Physical - Sprints,1336.0
Egypt,Physical - Sprints,1515.0
England,Physical - Sprints,1505.0
France,Physical - Sprints,1695.0
Germany,Physical - Sprints,1990.0
Ghana,Physical - Sprints,1275.0
Haiti,Physical - Sprints,1376.0
IR Iran,Physical - Sprints,1347.0
Iraq,Physical - Sprints,1209.0
Japan,Physical - Sprints,1669.0
Jordan,Physical - Sprints,1363.0
Korea Republic,Physical - Sprints,1298.0
Mexico,Physical - Sprints,1318.0
Morocco,Physical - Sprints,2036.0
Netherlands,Physical - Sprints,1590.0
New Zealand,Physical - Sprints,1492.0
Norway,Physical - Sprints,1853.0
Panama,Physical - Sprints,1372.0
Paraguay,Physical - Sprints,1818.0
Portugal,Physical - Sprints,1260.0
Qatar,Physical - Sprints,1080.0
Saudi Arabia,Physical - Sprints,1450.0
Scotland,Physical - Sprints,1251.0
Senegal,Physical - Sprints,1411.0
South Africa,Physical - Sprints,1884.0
Spain,Physical - Sprints,1256.0
Sweden,Physical - Sprints,1586.0
Switzerland,Physical - Sprints,1348.0
Tunisia,Physical - Sprints,1213.0
Türkiye,Physical - Sprints,1289.0
USA,Physical - Sprints,1513.0
Uruguay,Physical - Sprints,1448.0
Uzbekistan,Physical - Sprints,1354.0
Algeria,Physical - Total Distance (m),330809.85
Argentina,Physical - Total Distance (m),318655.05
Australia,Physical - Total Distance (m),345911.08
Austria,Physical - Total Distance (m),341426.82
Belgium,Physical - Total Distance (m),344936.19
Bosnia and Herzegovina,Physical - Total Distance (m),336456.49
Brazil,Physical - Total Distance (m),448014.6
Cabo Verde,Physical - Total Distance (m),335193.42
Canada,Physical - Total Distance (m),454227.11
Colombia,Physical - Total Distance (m),315670.95
Congo DR,Physical - Total Distance (m),333487.34
Croatia,Physical - Total Distance (m),334228.99
Curaçao,Physical - Total Distance (m),315767.46
Czechia,Physical - Total Distance (m),348826.43
Côte d'Ivoire,Physical - Total Distance (m),434938.12
Ecuador,Physical - Total Distance (m),321972.91
Egypt,Physical - Total Distance (m),346823.8
England,Physical - Total Distance (m),340464.41
France,Physical - Total Distance (m),444687.06
Germany,Physical - Total Distance (m),508926.8
Ghana,Physical - Total Distance (m),331255.68
Haiti,Physical - Total Distance (m),334085.63
IR Iran,Physical - Total Distance (m),344366.12
Iraq,Physical - Total Distance (m),328508.46
Japan,Physical - Total Distance (m),446744.57
Jordan,Physical - Total Distance (m),347325.19
Korea Republic,Physical - Total Distance (m),334954.79
Mexico,Physical - Total Distance (m),338511.84
Morocco,Physical - Total Distance (m),480903.65
Netherlands,Physical - Total Distance (m),455769.39
New Zealand,Physical - Total Distance (m),349040.82
Norway,Physical - Total Distance (m),464494.35
Panama,Physical - Total Distance (m),336713.09
Paraguay,Physical - Total Distance (m),488152.5
Portugal,Physical - Total Distance (m),324019.59
Qatar,Physical - Total Distance (m),310036.75
Saudi Arabia,Physical - Total Distance (m),338484.3
Scotland,Physical - Total Distance (m),348567.52
Senegal,Physical - Total Distance (m),339841.4
South Africa,Physical - Total Distance (m),429068.84
Spain,Physical - Total Distance (m),342164.48
Sweden,Physical - Total Distance (m),439790.02
Switzerland,Physical - Total Distance (m),334171.2
Tunisia,Physical - Total Distance (m),333260.77
Türkiye,Physical - Total Distance (m),350818.34
USA,Physical - Total Distance (m),358610.48
Uruguay,Physical - Total Distance (m),337450.99
Uzbekistan,Physical - Total Distance (m),337440.01
